Input.num,flag,Translation
373,x,"(Harry belohnte sich selbst mit einem Punkt auf der Strichliste, da er es am Montag geschafft hatte jemanden total zu beeindrucken bevor der Tag vorrüber war.)"
374,,",,Und nur, falls es nicht klar war"", sagte Harry, ,,mit jedem meine ich auch alle Muggel, nicht nur alle Zauberer."""
374,,"""Und falls es nicht klar war,""sagte Harry, ""mit alle, meine ich auch Muggles, nicht nur alle Zauberer."""
374,,"""Und falls es nicht klar war"", sagte Harry, ""mit allen meine ich auch alle Muggel, nicht nur alle Zauberer."""
376,,Seine Stimme erhob sich.
376,,Seine Stimme wurde lauter.
376,,Seine Stimme erhob sich.
377,,",,Nein, nein, nein! Das ist Wahnsinn!?"""
377,,"""Nein, nein, nein! Das ist der Wahnsinn!?"""
377,,"""Nein, nein, nein! Das ist Wahnsinn!?"""
378,,"""Bwa haha!"" sagte Harry."
378,,"""Ha ha ha!"" sagte Harry."
378,,"""Bwa haha!"" sagte Harry."
381,,"Aber so viel weiß ich, und so viel werde ich dir sagen: Seine Unsterblichkeit wurde aus einem schrecklichen Ritual geboren und Dunkel, schwärzer als pechschwarz!"
381,,"Aber so viel weiß ich,  und so viel werde ich dir erzählen: seine Unsterblichkeit ist aus einem furchtbar und dunklen Ritual geboren, der dunkler als das dunkelste Schwarz ist!"
381,x,"So viel ich weiß, und was ich dir auch erzählen kann: seine Unsterblichkeit wurde aus einem fürchterlichen und dunklem Ritual geboren, schwärzer als das dunkelste Schwarz!"
382,,"Und es war Myrtle, die arme süße Myrtle, die dafür gestorben ist; seine Unsterblichkeit brauchte Opfer, es brauchte Mord –“"
382,,"Und es war Myrtle, die arme süße Myrtle, die dafür starb; seine Unsterblichkeit erforderte ein Opfer, sie erforderte Mord-"""
382,,"Und es war Myrtle, die arme süße Myrtle, die dafür sterben musste; seine Unsterblichkeit forderte Opfer, erforderte Mord -"""
384,,"Das wurde dem ganzen Zweck widersprechen!?"""
384,,"Das würde den ganzen Punkt besiegen!?"""
384,,"Das würde den Sinn des Ganzen zunichte machen!"""
385,,Eine erschrockene Pause setzte ein.
385,,Es gab eine überraschte Pause.
385,,Es gab eine verblüffte Pause.
386,,"Langsam entspannte sich das Gesicht des alten Zauberers, wich ab vom Zorn, aber die Sorge in ihm blieb."
386,,"Langsam entspannte das Gesicht des alten Zauberes aus Wut heraus, trotzen war die Sorgen geblieben."
386,,"Langsam entspannte sich das Gesicht des alten Zauberers, obwohl die Sorge noch immer da war."
388,,"""Ich weiß nicht, wofür Sie mich halten, Herr Direktor"", sagte Harry kalt, sein eigener Zorn steigt, ""aber vergessen wir nicht, dass ich derjenige bin, der will, dass die Menschen leben!"
388,,"„Ich weiß nicht, wofür du mich hältst, Handmeister“, sagte Harry kalt, sein eigener Ärger stieg, „aber vergessen wir nicht, dass ich derjenige bin, der möchte, dass die Menschen leben!"
388,x,"""Ich weiß nicht was du von mir denkst Schulleiter"" sagte Harry kalt, seine Wut in sich aufsteigen, ""aber du solltest nicht vergessen das ich es bin der möchte, dass Menschen leben!"""
389,,Der alle retten will!
389,,Derjeniger der alle retten will!
389,,"Derjenige, der alle retten will!"
394,,"Er griff die Kristallkugel, die eine flammende Hand zu beinhalten schien und sah mit einem traurigen Gesichtsausdruck hinein."
394,,"Er nahm eine Krystalkugel, sie sheint eine Hand in Flamme zu halten, schaute mit einr traurigen Gesichtszug herein."
394,,"Er hob eine Kristallkugel auf, die eine Hand in Flammen zu halten schien, und schaute mit trauriger Miene hinein."
396,,"Ich will nicht, dass alle sterben, Harry!"""
396,,"„Ich will nicht, dass alle sterben, Harry!“"
396,,"Ich will nicht, dass alle sterben, Harry!"""
398,,"Es schien, dass elementare logische tautologien wie Alle x: Sterben(x) = Nicht existieren x: Nicht sterben(x) waren jenseits der argumentationsfähigkeiten des mächtigsten zauberers der welt."
398,,"Es schien, als ob elementare logische Tautologien wie All X: Die(X) = nicht vorhanden x: Nicht Die(X) jenseits der Logikfähigkeiten des mächtigsten Zauberers der Welt ware."
398,x,"Es schien das die grundlegendsten, logischen Tautologien wie Alle x: sterben(x) = existiert nicht x: nicht serben(x) über das logische Denkvermögen des stärksten Zauberers der Welt hinausgingen. "
403,,"Voldemort ist nicht der einzige dunkle Zauberer, der diesen düsteren Weg beschreitet, obwohl ich fürchte, dass er ihn weiter als alle anderen vor ihm beschritten hat."""
403,,"Voldemort ist nicht der einzige Dunkle Zauberer, der diesen trostlosen Weg eingeschlagen hat, obwohl ich befürchte, dass er es weiter gebracht hat als jeder andere vor ihm."""
403,x,"Voldemort ist nicht der einzige dunkle Zauberer der diesen düsteren Pfad beschritten hat. Ich befürchte allerdings, dass er es weiter als alle anderen getrieben hat."""
404,,"Und du denkst, dass du keine Angst vor dem Tod hast?"
404,,"Und du meinst, du hast keine Angst vor dem Sterben?"
404,,",,Und du denkst, dass du keine Angst vor dem Tod hast?"""
410,,"Wenn die Leute einmal im Monat mit Knüppeln auf den Kopf geschlagen würden und niemand etwas dagegen tun könnte, würde es ziemlich bald alle möglichen Philosophen geben, die vorgeben, weise zu sein, wie du es ausdrückst, die alle möglichen erstaunlichen Vorteile finden einmal im Monat mit einem Schlagstock auf den Kopf geschlagen."
410,,"Wenn man den Leuten einmal im Monat mit einem Knüppel über den Kopf schlagen würde, und niemand könnte das ändern, dann gäbe es bald alle Arten von Philosophen die, wie du es nennen würdest, ihre Weisheit vortäuschen und alle möglichen Vorteile eines monatlichen Schlages auf den Kopf erfänden."
410,x,"Falls jeder Mesch einmal die Woche mit einem Schlagstock gegen den Kopf geschlagen würde und niemand etwas dagegen unternehmen könnte, dann würde es mit Sicherheit in kurzer Zeit alle möglichen Arten von Philosophen geben, die so tun als wären sie weise wie du es sagen würdest, welche alle möglichen wunderbaren Vorteile finden würden, die es hätte, jede Woche mit einem Schlagstock geschlagen zu werden. "
412,,"Aber wenn Sie zu jemandem gingen, der nicht getroffen wurde, und Sie fragten, ob er im Austausch für diese erstaunlichen Vorteile anfangen wollte, sagten sie nein."
412,,"Aber wenn du zu jemendem gehst, der nicht geschlaen wurde und fragte sie, ob sie anfangen wollen, im Aistausch für die wunderbare Vorteile, würen sie nein sagen."
412,x,"Aber falls du jemanden finden würdest der nicht geschlagen wird, und die ihn fragst ob er diese tollen Vorteile gegen einen Schlag einmal die Woche erhalten möchte, dann würde er nein sagen. "
413,,"Können Sie sich vorstellen, was das für eine schreckliche Sache wäre, das schlimmste Verbrechen, das jemals in der Geschichte des Universums begangen wurde und das Sie alles tun würden, um es auch nur einmal zu verhindern?"
413,,"Und wenn du nicht streben müsstest, wenn du von irgendwo kommst, wo niemand noch nie vom Tod gehört hatten, und ich schlage dir die Idee vor, dass es eine tolle und wunderbare Idee wäre wenn Menschen falten krieen und alt und eventuell aufhören würde zu existieren, warum, du wirstt mich sofort in einen Wahnsinnsasyl werfen!"
413,x,"Und falls du nicht sterben müsstest, falls du irgendwo herkommen würdest wo noch nie jemand vom Tod gehört hat, und ich dir vorschlagen würde das es eine wundervolle Idee wäre alt und grau zu werden und irgendwann aus der Existens zu scheiden, du würdest mich dirket in ein Irrenhaus einliefern lassen!"
415,,"Weil du davor Angst hast, weil du nicht wirklich sterben willst, und dieser Gedanke schmerzt so sehr in dir, dass du ihn wegrationalisieren musst, etwas tun, um den Schmerz zu betäuben, damit du nicht darüber nachdenken musst es-"""
415,,"Weil du Angst davor hast, weil du nicht wirklich sterben willst, und diese Gendanke verletzt dein Inneres so sehr, dass du es weg rationalisieren musst, etwas tun, um es zu betäuben, sodass d nicht daran denken musst-."""
415,x,"Weil du Angst davor hast. Weil du in Wirklichkeit gar nicht sterben möchtest und allein der Gedanke daran so schermzhaft ist, dass du es rationalsisert um den Schmerz etwas zu stillen, damit du nicht mehr darüber nachdenken musst. "
417,,"Sein Gesicht war sanft, seine Hand wanderte durch ein beleuchtetes Wasserbecken, das kleine musikalische Glockenschläge machte, während seine Finger es bewegten."
417,,"Sein Gesicht war sanft, seine Hand glitt durch eine beleuchtete Wasserlache, die kleine Musikklänge von sich gab, wenn seine Finger sie bewegten."
417,x,"Seine Gesichtszüge waren friedlich, seine Hand wanderte durch ein belechtetes Wasserbecken welches sanft wie ein Glockenspiel im Wind läutete während er es mit seinen Finger verrührte. "
418,,"""Obwohl ich verstehen kann, wieso du so denken musst."""
418,,„Aber ich kann verstehen warum Du so denkst.“
418,,"""Obwohl ich verstehen kann, dass Sie so denken."""
419,,",,Willst du den dunklen Zauberer verstehen?"""
419,,"""Will du die dunklen Zauberer verstehen?"""
419,,"""Willst du den dunklen Zauberer verstehen?"""
421,,"""Dann schaue in den Teil von dir, der nicht vor dem Tod flieht, sondern vor der Angst vor dem Tod, der diese Angst so unerträglich findet, dass er den Tod als Freund annehmen und sich zu ihm versammeln wird, versuche, eins zu werden mit der Nacht, damit er sich selbst als Meister des Abgrunds denken kann."
421,,"""Dann schau in den Teil von dir, der nicht vor dem Tod flieht, sondern vor der Angst vor dem Tod, der diese Angst so unerträglich findet, dass er den Tod als Freund umarmt und sich ihm anvertraut, versuche eins zu werden mit der Nacht, damit sie es kann hält sich für Meister des Abgrunds."
421,x,"""Dann suche den Teil von dir, der nicht vor dem Tod flieht, sondern vor der Angst vor dem Tod. Der Teil, der diese Angst so unerträglich findet, dass er den Tod als Freund begrüßt und sich an ihn gewöhnt. Versuche eins zu werden mit der Nacht, sodass sie sich als Herrscher über den Abgrund sieht."
425,,"""Ich denke"", sagte Dumbledore und schüttelte Wassertropfen aus seiner Hand, während kleine Glöckchen klingelten, ""dass du Dunkle Zauberer sehr gut verstehst, ohne selbst noch einer zu sein."""
425,,"""Ich denke, "", sagt Dumbledore während Wassertropfen mit dem Geräusch von kleinen läutenden Glocken von seiner Hand tropften, ""dass du dunkle Zauberer sehr gut verstehst, obwohl du selber noch keiner bist.""."
425,x,"""Ich denke,"", sagte Dumbledore, während er Wassertropfen von seiner Hand im Gleichklang zum Läuten der winzigen Glöckchen abschüttelte, ""dass du den die dunklen Zauberer sehr gut verstehst, obwohl du noch keiner von ihnen bist."""
426,,Diese Worte fielen in vollkommener Ernsthaftigkeit und ohne Anschuldigungen.
426,,Die Worte fielen mit absolutem Ernst und ohne Anschuldigungen.
426,,Er sagte dies mit völligem Ernst und ohne Anklage.
427,,",,Aber dein Verständnis von mir, befürchte ich, ist ganz schön lückenhaft."""
427,,"aber dein Verständnis für mich fehlt, fürchte ich, schmerzlich"
427,,"""Aber ich fürchte, Ihr Verständnis für mich ist sehr gering."""
429,,"Harry versuchte, nicht noch kälter zu werden, als er ohnehin schon war; Von irgendwoher strömte eine flammende Wut des Grolls über Dumbledores Herablassung und all das Gelächter, das weise alte Narren jemals anstelle von Argumenten verwendet hatten, in seinen Geist."
429,,"Harry versuchte, nicht kälter zu werden als er schon war; von irgendwo gießte in seine Gedanken ein brennender Wut von Resseniment, bei Dumbledores Herablassung, und alle Lachen ,die der weise alte Narr anstelle von Argumente benutzt hatte."
429,x,"Harry versuchte nicht noch kühler zu klingen, als er es so schon tat. Eine lodernde Wut stieg von irgendwoher in ihm auf, gegen Dumbledores Herablassung und all die alten, weisen Narren, welche ihr Lachen statt eines Arguments verwendeten."
430,,"„Schon komisch, wissen Sie, ich dachte es würde völlig unmöglich sein mit Draco Malfoy zu reden. Aber stattdessen war er in seiner kindlichen Unschuld einhundert mal stärker als Sie. „"
430,,"Witzige Sachen, weißt du, ich habe gedacht, es wäre unmöglich Draco Malfoy anzusprechen, aber stattdessen, in seinem kindischen Treuherzigkeit, war er einhundertmal stärker als du."
430,x,"""Witzigerweise dachte ich, es wäre unmöglich zu Draco Malfoy zu sprechen. Und trotzdem war er in seiner kindischen Unschuld tausendmal fähiger als du."""
431,,Ein Ausdruck der Verwirrung fiel über das Gesicht des alten Zauberers.
431,,Ein Ausdruck der Verwirrung huschte über das Gesicht des Zauberers.
431,,Ein Blick der Verwirrung überquerte das Gesicht des alten Zauberers.
432,,Was meinst du damit?
432,,Was wollen Sie damit sagen?
432,,",,Was meinst du damit?"""
433,,"""Ich meine"", sagte Harry mit beißender Stimme, ""dass Draco seine eigenen Überzeugungen wirklich ernst nahm und meine Worte verarbeitete, anstatt sie aus dem Fenster zu werfen, indem er mit sanfter Überlegenheit lächelte."
433,,"""Ich meine,"" sagte Harry, seine Stimme beissend, ""dass Draco eigentlich seine eigene Glaube ernst nahm und meine Wörter verarbeitete anstatt sie durchs sanfte Lächel mit Übergelegenheit aus dem Fenster zu werfen."
433,x,"""Ich meine"", sagte Harry schneidend, ""dass Draco tatsächlich von seinem Glauben überzeugt war und meine Worte verarbeitet hat, anstatt sie mit einem überheblichen Lächeln beiseite zu schieben."
435,,",,Ich habe dir zugehört, Harry"", sagte Dumbledore mit einem nun ernsten Gesicht, ,,aber Zuhören kommt nicht immer einer Zustimmung gleich."
435,,"„Ich habe Dir zugehört, Harry“, sagte Dumbledore der nun ernst aussah, „aber Zuhören bedeutet nicht immer Zustimmung."
435,,"""Ich habe dir zugehört, Harry"", sagte Dumbledore und sah nun ernster aus, ""aber zuhören heißt nicht immer zustimmen."
436,,"Uneinigkeiten beiseite gelassen, was ist es von dem du denkst, dass ich es nicht verstehe?"""
436,,"Uneinigkeiten beiseite, was ist das, das du denkst, dass ich nicht begreife?"""
436,,"Abgesehen von den Meinungsverschiedenheiten, was ist es, von dem Sie glauben, dass ich es nicht verstehe?"""
437,,"Wenn du wirklich an ein Leben nach dem Tod glaubst, würdest du nach St. Mungos gehen und Nevilles Eltern Alice und Frank Longbottom töten, damit sie ihr nächstes großes Abenteuer beginnen können, anstatt sie in ihrem beschädigten Zustand hier verweilen zu lassen-"
437,,"Wenn du wirklich an ein Leben nach dem Tod glaubst, würdest du nach St. Mungos gehen und Nevilles Eltern Alice und Frank Longbottom töten, damit sie ihr nächstes großes Abenteuer beginnen können, anstatt sie in ihrem beschädigten Zustand hier verweilen zu lassen -"
437,x,"""Wenn du wirklich an ein Leben nach dem Tod glaubst, du Nevilles Eltern, Alice und Frank Longbottom, im St. Mungos aufsuchen und töten würdest, damit sie sich zu ihrem nächsten großen Abenteuer aufmachen können. Stattdessen lässt du sie dort in ihrem gebrochenen Zustand verweilen -"
439,,"""In Ordnung,"" sagte Harry hart."
439,,"""In Ordnung"", sagte Harry kalt."
439,,"""In Ordnung"", sagte Harry kalt."
441,,du hast gefragt warum Dunkle Zauberer haben angst des todes.
441,,"Du hast gefragt, warum dunkle Zauberer den Tod fürchten."
441,,"Du fragtest, warum Dunkler Zauberer sich vor dem Tod füchten."
442,,"Schulleiter, behaupte du hättest wirklich an Seelen geglaubt"
442,,"Stellen Sie sich vor, Schulleiter, Sie würden wirklich an die Existenz von Seelen glauben."
442,,"Tun Sie so, Herr Direktor, als würden Sie wirklich an Seelen glauben."
443,,"Tu so, als ob jeder, zu jeder Zeit, die Existenz von Seelen beweisen könnte, tu so, als ob niemand auf Beerdigungen weint, weil sie wüssten, dass ihre Lieben noch Leben wären."
443,,"Tun Sie so, als könnte jeder die Existenz von Seelen jederzeit bestätigen, tun Sie so, als weinte niemand bei Beerdigungen, weil sie wussten, dass ihre Lieben noch am Leben waren."
443,x,"Stellen Sie sich vor, niemand könnte die Existenz von Seleen bestätigen. Stell Sie sich vor, niemand würde auf den Beerdigungen ihrer Liebsten weinen, wissend, dass sie noch am Leben sind."
444,,"Kannst du es dir nun vorstellen, eine Seele zu zerstören?"
444,,"Kannst du dir jetzt vorstellen, eine Seele zu ruinieren?"
444,,"Können Sie sich nun vorstellen, eine Seele zu zerstören?"
445,,In Fetzen reißen damit nichts bleibt weitergehen nächstes großes abenteuer?
445,,"Sie in so  kleine Stücke zu reißen, so dass nicht genug von ihr übrigbleibt mit dem sie auf ihr nächstes großes Abenteuer gehen koennte?"
445,,"Es in Stücke reißen, damit nichts mehr übrig bleibt, um das nächste große Abenteuer zu erleben?"
446,,"Kannst du dir vorstellen was für eine schreckliche sache das wäre, das schlimmste verbrechen das jemals begangen wurde in der geschichte des universums, was du alles tun würdest zu verhindern passiert auch nur einmal?"
446,,"Können Sie sich vorstellen, was das für eine schreckliche Sache wäre, das schlimmste Verbrechen, das jemals in der Geschichte des Universums begangen wurde und das Sie alles tun würden, um es auch nur einmal zu verhindern?"
446,x,"Kannst du dir vorstellen, wie furchtbar eine Sache sein muss, so furchtbar wie das schlimmste Verbrechen in der Geschichte des Universums, dass du alles tun würdest, um sie nicht ein einziges Mal geschehen zu lassen?"
448,,Der alte Zauberer sah ihn mit einem traurigen Ausdruck in den Augen an.
448,,Der alte Zauberer starrte ihn mit einem traurigen Ausdruck in seinen Augen an.
448,,"Der alte Zauberer starrte ihn an, mit einem traurigen Blick in den Augen."
452,,"""Jetzt am Ende, da verstehe ich ihn."
452,,Jetzt verstehe ich ihn endlich.
452,,"""Ich verstehe ihn jetzt endlich."
453,,"Denn um zu glauben, dass die Welt wirklich so ist, muss man glauben, dass es darin keine Gerechtigkeit gibt, dass sie im Kern aus Dunkelheit besteht."
453,,"Denn um zu glauben, dass die Welt wirklich so ist, musst du glauben, dass es keine Gerechtigkeit in ihr gibt, dass sie in ihrem Kern aus Dunkelheit gewoben ist."
453,x,"Denn um zu glauben, dass die Welt wirklich so ist, musst du glaube, dass es keine Gerechtigkeit in ihr gibt, dass sie im Kern aus Dunkelheit besteht."
455,,"Und wenn ich ihn fragen könnte, dann vermute ich würde seine Antwort lauten: warum nicht?"
455,,Und ich vermute wenn ich ihn fragen könnte wäre seine Antwort: Warum nicht?
455,,"Und wenn ich ihn fragen könnte, würde seine Antwort wohl lauten: Warum nicht?"""
456,,"Sie standen dort und sahen sich in die Augen, der Hexenmeister in seinen Gewändern und der Junge mit der blitzförmigen Narbe auf seiner Stirn."
456,,"Sie standen da und starrten einander in die Augen, den alten Zauberer in seinen Gewändern und den kleinen Jungen mit der Blitznarbe auf seiner Stirn."
456,x,"Und so starrte sich das ungleiche Paar in die Augen, der alte Zauberer in seiner Robe und der Junge mit der blitzförmigen Narbe auf der Stirn."
460,,"Der Junge stand sehr aufrecht, sein Kinn erhob sich hoch und stolz und sagte: ""Es gibt keine Gerechtigkeit in den Gesetzen der Natur, Herr Direktor, kein Wort für Fairness in den Gleichungen der Bewegung."
460,,"Der Junge stand sehr gerade, das Kinn hoch erhoben und stolz, und sagte: „Es gibt keine Gerechtigkeit in den Gesetzen der Natur, Schulleiter, kein Begriff der Fairness in den Bewegungsgleichungen."
460,x,"Der Junge stand sehr aufrecht mit erhobenem Kopf, stolz, und sagte: ""Es gibt keine Gerechtigkeit in den Gesetzen der Natur, Schulleiter, kein Term für Fairness in den Gleichungen der Bewegung."
462,,"Die Sterne sorgen sich nicht, oder die Sonne, oder der Himmel."
462,,"Den Sternen, der Sonne or dem Himmel ist es egal."
462,,"Den Sternen ist das egal, der Sonne und dem Himmel auch."
466,,Seine Stimme war sanft und es schwang Verwunderung und Bereuen in ihr mit.
466,,"Seine Stimme war weich, mit einem seltsamen Unterton von Wunder und Bedauern."
466,,"Seine Stimme war sanft, mit einem seltsamen Staunen und Bedauern darin."
467,,"Es ist in Ordnung mich dazu zu bringen, zu leben, nur um es zu sehenes ist genug, um mich zu wünschen zu leben, nur um es zu sehen"
467,,"""Es ist genug, um mich dazu zu bringen, zu leben, nur um es zu sehen."""
467,,"""Es ist genug, dass ich mir wünsche zu leben, nur um es zu sehen."""
468,,"Der Junge verbeugte sich mit schwerer Ironie vor ihm und ging, und die Eichentür schlug mit einem dumpfen Knall hinter ihm zu."
468,,Der Junge verbeugte sich vor ihm voller Ironie und verschwand. Und die eichene Tür fiel mit einem dumpfen Knall hinter ihm zu.
468,,Triefend vor Ironie verbeugte sich der Junge vor ihm und ging fort; und die Eichentor schlug mit einem dumpfen Knall hinter ihm zu.
